t,a,phi,lambda,xc_1,xc_2,xc_3,uimp_1,uimp_2,fimp_1,fimp_2,KI,KII,T
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.76171875e-05,-0.12146033346652985,8.875646017258987e-05,0.0029858626424789183,0.00024092416900350693,0.0,-9.847931407810739e-26,8.875646017258985e-05,-915.9929943123102,377553.0407875844,1119872.5584684634,119400.13930350727,-14170011.82320773
2,0.000195234375,0.021022601053118706,8.803550008451566e-05,0.0030834582598272945,0.00024297618503645607,0.0,-8.885111556693195e-26,8.803550008451565e-05,-17.487912012974675,372408.7179475584,1129950.0146694658,-81302.00177103639,-13938535.936102755
