t,a,phi,lambda,xc_1,xc_2,xc_3,uimp_1,uimp_2,fimp_1,fimp_2,KI,KII,T
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.76171875e-05,0.03280850127339363,0.00011877494398504496,0.0029865292792177166,0.00025595375306107976,0.0,-5.197064054822953e-25,0.00011877494398504497,62.91303280518014,291965.75116249826,1133222.671975239,97378.18720346618,-11917847.821681043
2,0.000195234375,0.006147401873022318,0.00011662144243018702,0.003084144622219933,0.00025655384136272864,0.0,-1.0726970537605242e-23,0.00011662144243018703,307.06110187954346,285881.431372472,1137345.7558078796,47902.8231301054,-11950215.985306742
3,0.0002928515625,-0.008524134755134583,0.00011469383753137663,0.00318175826326636,0.00025572174937890185,0.0,3.1301906938005347e-24,0.00011469383753137664,114.00111601958088,280674.25183580624,1138269.0733490996,25994.169748832417,-11753116.114298157
4,0.00039046875,-0.017092105001211166,0.00011286976223345846,0.0032793611921683075,0.00025405334739750504,0.0,2.4165591357780665e-25,0.00011286976223345847,169.82538453150983,276064.71726659685,1138528.493130695,14972.513852575119,-11552519.252314096
5,0.00048808593749999997,-0.021351777017116547,0.00011120740236947313,0.003376956128754765,0.00025196920534488844,0.0,6.958851209904593e-25,0.00011120740236947314,41.61262902934868,270932.0332304511,1138626.6309556349,7428.074306788606,-11340372.213025227
6,0.000585703125,-0.023147840052843094,0.0001095385814551264,0.003474547164679832,0.00024970978008999204,0.0,2.260603182306675e-24,0.0001095385814551264,235.011332225758,266160.2553258336,1138653.62997716,3004.200477323774,-11163178.423598237
7,0.0006833203124999999,-0.02302827499806881,0.00010798789298860356,0.0035721384700556314,0.0002474620233287738,0.0,-1.1589760675846349e-25,0.00010798789298860358,207.51882338973087,261476.62993884253,1138659.0829022748,-221.65558462530998,-11004882.623449473
8,0.0007809375,-0.022112544625997543,0.0001065461037796922,0.003669731792852096,0.00024530363481989006,0.0,5.625567863238482e-25,0.00010654610377969222,68.34700402810972,257969.65748737456,1138657.3670829767,-1648.1613232233317,-10859387.426127374
9,0.0008785546875,-0.020386165007948875,0.00010506672697374597,0.0037673286964117598,0.00024331373256706427,0.0,2.2466833006269944e-24,0.00010506672697374599,-38.77010603224312,253203.60934908618,1138654.3124438145,-2802.227361176954,-10721443.75444168
10,0.000976171875,-0.018590101972222328,0.00010368671792093664,0.0038649290165433093,0.00024149912362043496,0.0,-4.332870832100742e-25,0.00010368671792093667,-31.460791672535493,249450.5113484792,1138653.7595555142,-2952.565479763854,-10600063.197840411
11,0.0010737890625,-0.016983287408947945,0.00010237466631224379,0.003962532126418871,0.00023984134256461616,0.0,2.747670454540498e-24,0.0001023746663122438,-36.86077904373724,245326.60893865093,1138654.8033787513,-2589.689275792514,-10470569.610635178
12,0.0011714062500000001,-0.015376471914350986,0.00010110300354426727,0.004060137774043013,0.0002383403937706563,0.0,2.771153515709417e-24,0.00010110300354426728,-12.718849121086123,241459.70158783684,1138655.08045243,-2539.789900562597,-10352352.538932653
13,0.0012690234375000002,-0.013938047923147678,9.984493226511404e-05,0.004157745479691037,0.00023697984478627943,0.0,5.331747006934645e-25,9.984493226511405e-05,101.3923229830898,237850.0616494685,1138655.888078243,-2279.3284473435724,-10232807.481020171
14,0.0013666406250000002,-0.012606826610863209,9.865332685876638e-05,0.004255354910042587,0.00023574923442707467,0.0,2.505856112606934e-24,9.865332685876639e-05,95.24144562772062,234211.44548450614,1138656.3754597227,-2091.0188762069174,-10132114.933746835
15,0.0014642578125000003,-0.011463416740298271,9.75144503172487e-05,0.00435296568367926,0.00023463023243411644,0.0,1.5206031566314714e-24,9.751445031724872e-05,92.24626599694034,230800.337123634,1138656.9952995733,-1804.1711431704127,-10018848.771205818
16,0.0015618750000000003,-0.010547688230872154,9.639726340537891e-05,0.004450577441091639,0.0002336006158660864,0.0,8.657061585211501e-25,9.639726340537892e-05,0.33101004937509515,227114.19838269334,1138657.7295076298,-1397.372094450192,-9919928.195066415
17,0.0016594921875000004,-0.00970020703971386,9.529728413326666e-05,0.004548190036031019,0.0002326537237863447,0.0,-7.294130538367873e-24,9.529728413326668e-05,29.164003531588833,223826.34668359067,1138658.0728267771,-1304.9231228352778,-9829579.398728285
18,0.0017571093750000004,-0.008972289972007275,9.424488962395117e-05,0.004645803294368582,0.00023177788582506934,0.0,7.955817346302874e-25,9.424488962395118e-05,-14.613847487003795,220866.6384894571,1138658.262801411,-1118.8926351691346,-9734087.570068903
19,0.0018547265625000005,-0.00838931929320097,9.323263657279313e-05,0.0047434170467068,0.00023095895367687312,0.0,-7.294198109105886e-24,9.323263657279315e-05,33.33174805424892,217368.0566871079,1138658.5581051481,-899.3938617995481,-9657889.365926037
