t,a,phi,lambda,xc_1,xc_2,xc_3,uimp_1,uimp_2,fimp_1,fimp_2,KI,KII,T
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.71484375e-05,-0.15352216362953186,0.00011622649617493153,0.0029519483196325355,0.0004887237944486248,0.0,-1.111696249257164e-24,0.00011622649617493154,220.06914256630716,286461.67772840866,1091720.5736245734,188689.26523505733,-11249638.658800568
2,0.000194296875,0.033069051802158356,0.00011625945626292378,0.0030490436430442042,0.0004919358156619555,0.0,1.4478899488466742e-23,0.00011625945626292376,242.37877638738564,286159.45599239785,1123686.9416198255,-106595.28810607144,-11664893.979880206
3,0.0002914453125,-0.09655223041772842,0.00011376212205504999,0.003145739607165025,0.00048257048430442505,0.0,1.3118446367784664e-23,0.00011376212205505,114.70999864574424,278677.8085793111,1131452.5138501748,73959.03266930365,-11677736.862027677
4,0.00038859375,-0.02572222426533699,0.00011238027946092188,0.0032428559081395785,0.00048007188595507156,0.0,4.4904330077871036e-24,0.00011238027946092188,180.58189934850517,275471.0727268216,1136510.1621828976,-40387.279338833716,-11146342.840068355
5,0.0004857421875,-0.05939324572682381,0.00011068431194871664,0.0033398330476473964,0.00047430531664805663,0.0,-2.6723951818807733e-24,0.00011068431194871665,69.9864586024986,270440.1963550275,1138173.8080653518,19191.585957518808,-11201798.358631805
6,0.000582890625,-0.036059293895959854,0.00010914622544078156,0.003436918332261427,0.00047080297170443803,0.0,3.7274368604547195e-24,0.00010914622544078156,121.89343402428199,265861.2705296841,1138425.3973117222,-13321.900126666753,-10940771.901353333
7,0.0006800390625,-0.040490902960300446,0.00010764943726826459,0.003533987142567557,0.0004668704185332784,0.0,-9.824162832461584e-26,0.0001076494372682646,174.87018276978324,261705.37315292805,1138650.0820018447,2620.0156836812293,-10838124.469518868
8,0.0007771875,-0.03250681608915329,0.00010617524094413966,0.003631084256545815,0.0004637129882831338,0.0,-4.4699047041745345e-26,0.00010617524094413966,172.28336472276465,257426.17015634774,1138631.5402754229,-4571.205022381341,-10697006.43557146
9,0.0008743359375,-0.03136340528726578,0.0001047846453730017,0.0037281849172913343,0.000460666581961746,0.0,5.936168622121512e-25,0.00010478464537300171,243.41970581234227,253274.84405472165,1138658.452581353,-689.561845462352,-10583088.972674178
10,0.000971484375,-0.028078749775886536,0.00010341273446101695,0.0038252950606069837,0.0004579391337210915,0.0,5.620306818373886e-25,0.00010341273446101698,240.20278782953574,249253.22512814132,1138654.0759704104,-1957.6926566529025,-10454941.879257886
11,0.0010686328125,-0.02555476874113083,0.00010205644503002986,0.003922411778623995,0.00045545679806778273,0.0,3.480842101767779e-24,0.00010205644503002986,163.62609721785202,244914.48280266052,1138655.996584944,-1531.5006311879215,-10349124.1694659
12,0.00116578125,-0.023570893332362175,0.0001008272884064354,0.004019533230168371,0.00045316713464168515,0.0,3.0969985953134727e-24,0.0001008272884064354,170.21097399226778,241303.25248522384,1138657.325512185,-1154.3916667120475,-10240540.103044018
13,0.0012629296875,-0.021774830296635628,9.958772716345266e-05,0.004116658637441172,0.0004510519110639443,0.0,-8.236012345742606e-26,9.958772716345266e-05,174.15573226984225,237578.3890165862,1138657.656619911,-1033.6410731522292,-10128675.466256583
14,0.001360078125,-0.02033640816807747,9.841475548455492e-05,0.004213786986818282,0.00044907639696135275,0.0,3.262328491167605e-24,9.841475548455492e-05,154.27619648735345,233985.74429924903,1138657.9513875819,-913.2424889541477,-10030661.060386324
