x,y
-0.0017730710479781932,-0.0015286021842959082
-0.001862195662056301,-0.001500340287363162
-0.0019523086968274838,-0.0014754089292546065
-0.002043275663653087,-0.001453800074602893
-0.0021352365998352925,-0.0014369146409602086
-0.002227177596706122,-0.0014199209731039963
-0.0023192666393991534,-0.0014037487787973964
-0.0024114598785948613,-0.0013881815600537716
-0.002504182583592552,-0.0013761635888972102
-0.0025972706075757922,-0.001367414220708324
-0.0026902485544718397,-0.0013575636855043297
-0.0027832149529681094,-0.0013476047496454374
-0.002876496906378495,-0.0013412479563695895
-0.0029698812491599064,-0.0013366331783583772
-0.0030631826497683886,-0.001330568502167141
-0.0031565378157118757,-0.0013253969797149795
-0.0032498833377494468,-0.0013200542118609359
-0.003343283267446031,-0.0013157664635611351
-0.00343663650420153,-0.0013105602326710856
-0.0035300838309153945,-0.00130747336000748
-0.0036235484040144546,-0.0013049623386576106
-0.003717033572720333,-0.0013033955314446814
-0.003810512944099751,-0.0013015143670930054
-0.003903999577748041,-0.0013000375523045543
-0.003997490759726103,-0.0012988840597150963
-0.0040909667518312124,-0.0012968418665865106
-0.004184457266736334,-0.0012956355185504292
-0.004277954030836567,-0.0012961710142038033
-0.004371447578194027,-0.0012952285412188558
-0.004464945317652587,-0.0012955516030524886
-0.004558442496119533,-0.0012960090651044395
-0.004651939346738162,-0.0012965292354673622
-0.004745437453834461,-0.001296717973957456
-0.004838932277277964,-0.0012959119701875684
-0.00493243043815039,-0.0012957520755879437
-0.005025922000800672,-0.0012968742903700695
-0.00511941197551993,-0.0012981217998096644
-0.005212890586617548,-0.0013000403722138077
-0.005306374474265906,-0.0013016818358772718
-0.0053998606209991725,-0.001303189158594893
-0.005493334166080656,-0.0013053404425623525
-0.005586821566378859,-0.0013067679012458287
-0.0056802809416742215,-0.0013094654598105463
-0.005773731919306357,-0.0013124397550896563
-0.00586721575391576,-0.0013140842366282518
-0.005960683356688737,-0.0013164798335648005
-0.006054164381616759,-0.0013182769510389355
-0.006147657784942897,-0.0013192336052635619
-0.006241127364342443,-0.0013215507974612783
-0.006334506942004258,-0.0013262610127971607
-0.006427928600095698,-0.0013300459107158376
-0.006521373143993059,-0.0013332159057668621
-0.006614829379053337,-0.001336020149188304
-0.006708239765319662,-0.0013400737143333876
-0.006801670801664052,-0.001343619571130083
-0.006895022210581173,-0.0013488584742592897
-0.006988459686479502,-0.0013522303803312507
-0.007081926722170134,-0.0013546480014793162
-0.007175378642076935,-0.001357592541942906
-0.00726880036754667,-0.0013613757764144325
-0.007362257176335678,-0.0013641608336461505
-0.007455719877652786,-0.0013667405846648146
-0.007549203439062921,-0.0013684005240874072
-0.00764264915815164,-0.0013715356854550422
-0.007736090914428207,-0.001374786813991407
-0.007829526294091652,-0.001378216315406653
-0.007922989902875802,-0.001380762977114198
-0.008016468084239295,-0.001382702374387389
-0.008109924791647504,-0.0013854908315280516
-0.008203422946367582,-0.001385654284120207
-0.00829689456375119,-0.0013878877559694077
-0.0083903064091938,-0.0013919075549463404
-0.008483685325505766,-0.0013966308632373519
-0.008577097141745843,-0.0014006513407636284
-0.00867050231836715,-0.0014048232268060786
-0.008763929133829174,-0.0014084786071465961
-0.008857410765134131,-0.0014102439007123465
-0.008950858926159027,-0.0014133054124099737
-0.009044285241904352,-0.0014169735425963268
-0.00913773654808251,-0.0014199374971177274
-0.00923118020779201,-0.001423133449699492
-0.009324603673950483,-0.0014268734528740795
-0.009418057744749587,-0.001429748918729355
-0.009511476453531441,-0.001433605925644132
-0.009604888019930088,-0.0014376322037965193
-0.009698331920348136,-0.001440821110736407
-0.009791788390310537,-0.0014436175146728617
-0.009885245657678962,-0.0014463871407911983
-0.009978686461747115,-0.0014496655226947904
-0.010072153382046386,-0.0014520876008477035
-0.010165615253754588,-0.0014546972348467055
-0.010259035332462595,-0.0014585209172339913
-0.010352495383439072,-0.00146119496365911
-0.01044588601253984,-0.0014656807243495751
-0.010539325989734855,-0.0014689825896715006
-0.010632763740105534,-0.0014723468813467174
-0.010726205282035476,-0.0014756041646570841
-0.010819654908031972,-0.0014786206284683136
-0.010913120517638904,-0.0014810927679492682
-0.011006597828358809,-0.0014830736852578979
-0.011100049134590494,-0.001486037638091632
-0.011193524481935767,-0.0014881091330807238
-0.011286977439045595,-0.0014910205691932444
-0.011380464940867797,-0.0014924413632855177
-0.011473893792983806,-0.0014960443127847174
-0.011567374206665964,-0.0014978729490585424
-0.011660869000878161,-0.0014986823364987226
-0.011754307845463814,-0.0015020160994337836
-0.011847806110976154,-0.0015020935525975256
