t,a,phi,lambda,xc_1,xc_2,xc_3,uimp_1,uimp_2,fimp_1,fimp_2,KI,KII,T
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.7265625e-05,-0.3386911153793335,8.307354437420145e-05,0.0028074516733447414,0.0009561214331223265,0.0,7.440282382974054e-19,8.307354437420172e-05,-87.16332238945779,355941.00002194056,915896.6061949639,410550.43116098037,-10314637.962297924
2,0.00019453125,0.07384978234767914,8.879904635250568e-05,0.0029044521857030264,0.0009632979510015481,0.0,6.286538392404632e-27,8.879904635250568e-05,1104.6480149985434,379505.97585362144,1063437.8506284498,-238812.08280095592,-13064459.967477018
3,0.00029179687499999996,-0.2760133445262909,8.416297350777313e-05,0.002998036261367094,0.000936790921957487,0.0,-5.0413572215529153e-26,8.416297350777313e-05,1199.254435194886,357409.9613901223,1085087.283969395,201570.5632074118,-13524388.698776111
4,0.0003890625,-0.04704213887453079,8.501623960910365e-05,0.0030951942836063237,0.0009322170263309974,0.0,-3.528771066984832e-26,8.501623960910364e-05,942.5329027988319,359566.0374857541,1116011.7587187255,-131092.19818576137,-11379333.616551837
5,0.000486328125,-0.1962500512599945,8.360324136447161e-05,0.0031905928642962855,0.000913250935300386,0.0,-6.744796592184435e-26,8.36032413644716e-05,748.4790106162416,357650.0675858347,1129087.29987395,85233.56969913706,-12607189.764458934
6,0.00058359375,-0.09915060549974442,8.302970672957599e-05,0.003287380779322887,0.00090362278327396,0.0,-7.821916438562345e-26,8.302970672957598e-05,1124.1037201629404,352208.38379235275,1134618.557227978,-55380.046068995114,-11561662.541470772
7,0.000680859375,-0.13839633762836456,8.224732300732285e-05,0.003383716399328951,0.0008902045075021682,0.0,-1.2502784109630746e-26,8.224732300732283e-05,441.8740087792694,347301.45844643284,1137998.217936727,22397.3210319705,-11930591.734119345
8,0.0007781250000000001,-0.10372733324766159,8.14804807305336e-05,0.0034804592353996407,0.000880133485923386,0.0,-4.4142160471799686e-26,8.148048073053359e-05,574.9923496240808,344198.7749931639,1138143.3512228478,-19785.468822863568,-11571033.089555314
9,0.0008753906250000001,-0.10757151246070862,8.069512841757387e-05,0.0035771626419357832,0.0008696906428743787,0.0,-6.98730785745286e-26,8.069512841757386e-05,-204.16874856553986,339972.59035734565,1138652.59846313,2225.397803210081,-11561032.838523764
10,0.0009726562500000001,-0.09381569921970367,7.98625624156557e-05,0.0036740005446593955,0.0008605789798684927,0.0,-1.0745721307633208e-26,7.986256241565569e-05,926.7367146985396,335170.5229401415,1138577.4869641897,-7866.42843241116,-11412331.898788102
11,0.0010699218750000001,-0.09026653319597244,7.910570275271311e-05,0.003770870176207347,0.0008518110673230354,0.0,-9.64971276178515e-26,7.910570275271309e-05,944.2283472357794,325501.0009388258,1138653.4336771753,-2062.009512067585,-11320539.681310993
12,0.0011671875,-0.08284197002649307,7.837420707801357e-05,0.003867802235162564,0.0008437626045292482,0.0,-3.1396169542573115e-26,7.837420707801356e-05,182.38162764601475,326971.8803969136,1138634.7351149605,-4297.951837682189,-11203222.335251363
13,0.001264453125,-0.07887730747461319,7.764971815049648e-05,0.003964765441658556,0.0008360985068878936,0.0,-6.249462723599265e-27,7.764971815049648e-05,353.1110861119055,323673.1404015437,1138651.6944914572,-2385.6101562584568,-11120845.523519754
14,0.0013617187499999999,-0.07371778041124344,7.695573003729805e-05,0.004061766900486002,0.000828934793326625,0.0,-8.050639666862275e-26,7.695573003729803e-05,-160.21171338557224,316326.4742360178,1138646.9441399863,-3029.2363981222697,-11023513.791531801
15,0.0014589843749999998,-0.07016861438751221,7.627964805578813e-05,0.004158793173526194,0.0008221153984435961,0.0,-1.1153130044390374e-26,7.627964805578813e-05,273.89067267240046,319656.7643070643,1138653.3016269617,-2089.9656880004004,-10917407.960965475
16,0.0015562499999999997,-0.06632443517446518,7.56266963435337e-05,0.00425584494456551,0.0008156690394113317,0.0,4.776516509261497e-19,7.562669634353386e-05,1112.2023561416684,311987.36484724464,1138652.4297041378,-2246.171303880552,-10834849.209672725
17,0.0016535156249999996,-0.06350318342447281,7.499568891944364e-05,0.004352914516142742,0.0008094965131494813,0.0,6.005184814898999e-26,7.499568891944362e-05,323.2489138380115,309596.8353100392,1138655.107907578,-1723.2130680143248,-10733619.3937043
18,0.0017507812499999995,-0.06021852418780327,7.437549356836826e-05,0.004450003838688248,0.000803642860076805,0.0,-2.0417594965130067e-26,7.437549356836826e-05,1121.2722795390264,303685.15460261377,1138654.481590723,-1870.887068059298,-10644909.39548818
19,0.0018480468749999994,-0.057506732642650604,7.37818336347118e-05,0.004547108678113049,0.0007980525142087628,0.0,9.577150362180689e-27,7.37818336347118e-05,964.1073543688358,295850.9994144823,1138655.7146057559,-1601.4197639373765,-10544796.683416504
20,0.0019453124999999993,-0.05571066960692406,7.325159822357818e-05,0.004644223401523608,0.0007926365836764186,0.0,7.103958115640099e-27,7.325159822357818e-05,654.5560725106766,297028.53079893684,1138657.5619293589,-1044.7399869131348,-10459905.373309223
21,0.0020425781249999993,-0.05259440466761589,7.269133493537083e-05,0.004741354530835921,0.0007875233141592287,0.0,7.384298601555941e-26,7.269133493537082e-05,860.0853801504488,294123.67609621584,1138654.4783327603,-1865.6974933113745,-10368680.325419908
22,0.0021398437499999994,-0.05115598067641258,7.216143421828747e-05,0.00483849291471002,0.0007825497656303932,0.0,-1.4060926478973481e-26,7.216143421828745e-05,187.04406688975973,288985.22049505013,1138657.963092773,-911.5046554949901,-10276385.143606117
23,0.0022371093749999995,-0.048631999641656876,7.167302101152018e-05,0.004935643542304039,0.0007778214081218265,0.0,2.3164594991796484e-26,7.167302101152016e-05,986.2659549760614,285811.70289206627,1138655.713806361,-1561.3221621827215,-10192830.798153972
24,0.0023343749999999996,-0.04683593660593033,7.119210931705311e-05,0.005032802505625367,0.0007732675467970331,0.0,1.5000691974841063e-26,7.11921093170531e-05,221.29000453130948,287502.5138726133,1138657.4698741927,-1042.2309959084741,-10109463.022693604
25,0.0024316406249999998,-0.045229118317365646,7.070590072544292e-05,0.00512996866074557,0.00076886980808295,0.0,1.9905657275831754e-26,7.070590072544292e-05,906.787194961071,281468.829388222,1138657.8771800892,-966.8955847711027,-10018547.142602202
26,0.00252890625,-0.043622300028800964,7.025203376542777e-05,0.005227141756794804,0.0007646282033339424,0.0,2.3130584836569622e-26,7.025203376542775e-05,61.00086983406982,275612.88042807294,1138657.80469579,-952.49639398861,-9937680.421210868
27,0.002626171875,-0.042183876037597656,6.984340870985761e-05,0.005324320853539327,0.0007605263790374648,0.0,5.797917012760579e-26,6.98434087098576e-05,97.12133443132439,276438.8131071659,1138658.1571159235,-859.7958606587617,-9847505.695065586
28,0.0027234375,-0.04038781300187111,6.943032349226996e-05,0.005421507160672703,0.0007565991010465734,0.0,3.995730082051201e-26,6.943032349226995e-05,532.6151387248855,274007.7244612798,1138657.4332746128,-1076.0684741801174,-9780737.945638731
29,0.0028207031250000003,-0.03965989500284195,6.90543238306418e-05,0.005518696300794372,0.0007527425677521189,0.0,2.1953451976929193e-19,6.905432383064189e-05,556.4702216061222,269981.9116300775,1138658.8183627261,-432.1972376165498,-9696495.164126435
30,0.0029179687500000004,-0.03822147101163864,6.866760668344796e-05,0.005615890887698904,0.0007490258375899966,0.0,6.212702424851433e-26,6.866760668344796e-05,1140.7505755193608,266545.14476883214,1138658.222422967,-825.4147619395255,-9623211.051367257
31,0.0030152343750000006,-0.03678304702043533,6.829002813901752e-05,0.005713090720284554,0.000745448918250356,0.0,4.2105292149335006e-26,6.829002813901751e-05,-338.6757491574102,263301.39879312774,1138658.2106064726,-833.4171897236278,-9538609.273132818
32,0.0031125000000000007,-0.03678304702043533,6.794634828111157e-05,0.005810290552870204,0.0007418719989107154,0.0,3.7232998648356366e-26,6.794634828111155e-05,843.451377879596,263239.3216424458,1138659.163287155,-150.9753078980338,-9466273.738551363
33,0.003209765625000001,-0.034523576498031616,6.75948103889823e-05,0.005907498219280256,0.00073851470867117,0.0,9.280792283858003e-26,6.759481038898228e-05,248.88026729496028,257766.4372338285,1138656.6155440665,-1335.9527818356967,-9395491.675646551
34,0.003307031250000001,-0.03422856330871582,6.72661408316344e-05,0.006004706871905068,0.0007351860961209994,0.0,4.966708023081616e-26,6.726614083163439e-05,374.19630877070716,259709.77972378265,1138658.9489218176,-175.44242460892605,-9319721.126893234
35,0.003404296875000001,-0.03279013931751251,6.693474279018119e-05,0.006101920211918956,0.0007319973142242531,0.0,7.767267388943317e-26,6.693474279018118e-05,744.7767473162571,255062.68276065457,1138658.0282776058,-905.2282517533948,-9243576.117428526
36,0.003501562500000001,-0.03206222131848335,6.663580279564485e-05,0.006199135847349422,0.0007288792965060109,0.0,8.058847894302347e-26,6.663580279564485e-05,723.5499526528483,252702.05461906714,1138658.7578365502,-480.5820670039003,-9183535.061520042
37,0.0035988281250000013,-0.03133430331945419,6.632949953200296e-05,0.006296353726685345,0.0007258320446183998,0.0,9.558667269959987e-26,6.632949953200294e-05,631.9120399414296,251569.50133998034,1138658.702554074,-549.43530380211,-9107106.270203749
38,0.0036960937500000015,-0.03019089438021183,6.605950329685584e-05,0.006393575026725014,0.0007228959544908182,0.0,9.144438051183194e-26,6.605950329685584e-05,404.7563206662271,248746.22922288894,1138658.4592908367,-716.7715072320372,-9042851.399842244
39,0.0037933593750000016,-0.02972748875617981,6.580438639502972e-05,0.006490797676926429,0.0007200049175740931,0.0,1.0717286735847547e-25,6.580438639502971e-05,122.40865114163968,245054.30194436788,1138658.9748486723,-384.0032347425678,-8974418.89361997
40,0.0038906250000000017,-0.028584079816937447,6.555985601153225e-05,0.006588023569210916,0.0007172250477703301,0.0,1.212252073487225e-25,6.555985601153223e-05,141.19766804122892,243718.5194396575,1138658.1024047178,-822.6143890368684,-8896720.129136652
41,0.003987890625000001,-0.027856161817908287,6.529890379169956e-05,0.006685251459254212,0.0007145159511737599,0.0,1.3497485735298604e-25,6.529890379169956e-05,-155.86478809196558,241493.7734064074,1138658.7999624147,-444.74132618317253,-8837598.087235475
42,0.004085156250000001,-0.027392756193876266,6.506907084258273e-05,0.00678248059426847,0.0007118519108175181,0.0,1.1056829138806017e-25,6.506907084258273e-05,158.4037724989288,240029.49316149147,1138658.882095107,-348.972550141641,-8777558.340907136
43,0.004182421875000001,-0.02636982500553131,6.482398021034896e-05,0.006879712403542515,0.0007092873305523629,0.0,1.0262180182917145e-25,6.482398021034896e-05,-321.25015048744945,240162.66221179694,1138658.6032049016,-649.6670992951314,-8713428.339231685
44,0.0042796875000000005,-0.02636982500553131,6.459037103923038e-05,0.00697694421281656,0.0007067227502872077,0.0,1.1338893276176578e-25,6.459037103923036e-05,141.66175138563813,236640.656270564,1138659.0971127674,-130.18117240488067,-8653270.854397928
45,0.004376953125,-0.02564190700650215,6.437490083044395e-05,0.007074177863134729,0.0007042289474792911,0.0,1.14877130820525e-25,6.437490083044393e-05,1096.455772071126,233444.32213904843,1138658.7293226637,-564.4499738058279,-8586812.17904868
46,0.00447421875,-0.02449849806725979,6.418370321625844e-05,0.0071714143013278464,0.0007018463241022969,0.0,1.14030645986602e-25,6.418370321625842e-05,247.31798785902004,233317.26344567153,1138658.404560815,-703.2922754383737,-8529719.223296205
47,0.004571484375,-0.02449849806725979,6.399033009074628e-05,0.007268650739520964,0.0006994637007253026,0.0,1.5428736121050346e-25,6.399033009074627e-05,-731.1022252960948,232258.9551340143,1138659.0863463639,105.10633099686014,-8466665.1397116
48,0.004668749999999999,-0.024035092443227768,6.380301056196913e-05,0.007365888271394607,0.0006971261375148431,0.0,9.078539180262547e-26,6.380301056196912e-05,41.68172980298766,228542.89435882607,1138658.812355343,-291.2170469495464,-8412098.07326166
49,0.004766015624999999,-0.02330717444419861,6.362523708958179e-05,0.007463127479061072,0.0006948593558670609,0.0,1.3927996561439111e-25,6.362523708958179e-05,471.06167006660075,230173.4652291213,1138658.747354776,-502.12316759980627,-8344176.004801373
50,0.004863281249999999,-0.02257925644516945,6.345229485305026e-05,0.007560368310996746,0.0006926633569830432,0.0,1.257348288180796e-25,6.345229485305025e-05,170.2471473373255,229919.68037067482,1138658.757881663,-571.975117266366,-8287369.141940126
51,0.004960546874999998,-0.02257925644516945,6.329714960884303e-05,0.00765760914293242,0.0006904673580990255,0.0,1.130240756193918e-25,6.329714960884303e-05,784.2128400118445,225496.54181852192,1138659.103168564,-15.383179905917954,-8236789.619930096
52,0.005057812499999998,-0.021556325256824493,6.312668847385794e-05,0.0077548521703476245,0.0006883708310263615,0.0,1.2437758532530927e-25,6.312668847385793e-05,-110.96574622423304,222853.77743981354,1138658.5700597474,-620.7749305663713,-8188271.073525773
53,0.005155078124999998,-0.021092919632792473,6.297073559835553e-05,0.007852096158864015,0.0006863193671429959,0.0,-1.0841278544660925e-19,6.297073559835549e-05,-78.67499424147286,220077.5234039803,1138658.9348058456,-292.295161380097,-8132706.151002496
54,0.0052523437499999975,-0.021092919632792473,6.282504182308912e-05,0.007949340147380406,0.0006842679032596303,0.0,1.601150311213401e-25,6.282504182308911e-05,-382.80940823196147,219253.46440066045,1138659.065757639,-73.97182072880076,-8074379.708728758
55,0.005349609374999997,-0.020069988444447517,6.271010352065787e-05,0.00804658618352534,0.0006823159143409628,0.0,1.912614978987306e-25,6.271010352065785e-05,-126.66570785864155,219089.9927100529,1138658.6515145088,-614.1910116146037,-8023100.384426282
56,0.005446874999999997,-0.01977497525513172,6.254532490856946e-05,0.008143832791300947,0.0006803926143700942,0.0,2.089136344325114e-25,6.254532490856946e-05,489.4575201920959,216350.01602548436,1138658.9748956996,-243.1927073869749,-7978995.827948098
