x,y
-0.0032000420389087336,-0.0011754188476499896
-0.0033392170688079405,-0.0011438041787419232
-0.0034809275391225964,-0.0011268536967189557
-0.0036234183340268047,-0.0011187574256526526
-0.0037661167295952635,-0.0011162386680621315
-0.003908836514116597,-0.0011157494403068922
-0.004051549374709621,-0.0011142609313318432
-0.004194256047765536,-0.0011122655108437927
-0.004336972198732457,-0.0011133953297669723
-0.004479692737494427,-0.0011132402391323263
-0.004622407847351316,-0.0011144946936544136
-0.004765128448495855,-0.0011145737287957685
-0.004907834073765091,-0.0011125047304562311
-0.005050474086514662,-0.0011077085861282835
-0.005193159992218351,-0.001104560801013381
-0.005335869195636187,-0.0011063662088508055
-0.0054785769747130895,-0.0011082808964364228
-0.00562125266868062,-0.001111861760647195
-0.005763970490037629,-0.0011127560227566623
-0.005906690459437852,-0.0011123240829328687
-0.006049363073272644,-0.0011160256365472159
-0.006192078939008092,-0.0011171909283537091
-0.006334799540409954,-0.001117112359258047
-0.006477518051311835,-0.001116335903488478
-0.0066202324038686505,-0.0011149980649700463
-0.0067629527185023445,-0.0011147013690445216
-0.00690566906993866,-0.0011135971633034238
-0.007048387510993087,-0.0011128079734619113
-0.00719110803360411,-0.0011129772757040384
-0.007333823960704726,-0.0011118195238207249
-0.0074765445470070845,-0.0011119219109436628
-0.0076192476427100345,-0.001114158585798556
-0.007761938124858719,-0.0011170915947976284
-0.007904656081171508,-0.0011179640531137213
-0.008047345349356777,-0.001120955538090247
-0.008190065778779327,-0.0011211906190459345
-0.008332773700569118,-0.0011230946400675546
-0.008475493995844845,-0.0011234005060875274
-0.008618131841124645,-0.0011282606842270555
-0.008760803001605965,-0.001132017838006963
-0.008903523199723509,-0.0011323661006972913
-0.009046213109500526,-0.001135326824500471
-0.009188893616117116,-0.0011387105013830915
-0.009331580032539234,-0.0011418350503466525
-0.009474266448961354,-0.0011449595993102135
-0.009616974468365505,-0.0011468562899432464
-0.009759689333184749,-0.0011481383185062376
-0.009902362673231507,-0.001151811774306146
-0.010045059926644506,-0.0011543944291414951
-0.01018776542677351,-0.0011564720408818346
-0.010330429903581682,-0.0011604749516556253
-0.010473083997833855,-0.0011648322020161906
-0.010615794168000637,-0.0011665595029686923
-0.010758512242149415,-0.0011674124677255953
-0.010901190151864994,-0.0011709039311443524
-0.0110438570907469,-0.0011748181089225706
-0.011186567357161295,-0.0011765374394736793
-0.01132926133841756,-0.0011792949656928096
-0.01147191963032568,-0.001183512546453075
-0.011614620444144094,-0.0011858903549345073
-0.011757287588145674,-0.001189797049194957
-0.01189996666972917,-0.0011932402912866462
-0.012042684058094453,-0.0011942011741125388
-0.01218540391144908,-0.0011946698915603587
-0.01232810155101531,-0.0011972311217019452
-0.012470795368789844,-0.001199997094684695
-0.012613511673156054,-0.001198886821896891
