x,y
0.0020818168208065627,0.002269229939238244
0.0021566429562412267,0.0022445328916795666
0.0022328463182486893,0.002224484392459863
0.002309365546042758,0.002205677412904336
0.0023868015210885417,0.0021910978220009013
0.0024649299869657433,0.002180858802424911
0.002543051169831198,0.0021705643626681757
0.0026210792836463973,0.002159586741949423
0.0026994462281700717,0.0021513698868195143
0.002777189592101728,0.0021385299465239782
0.002854968572135752,0.0021259075471058873
0.0029330360724489778,0.0021152136190601594
0.0030115409664013756,0.0021084404124543394
0.003090023220627792,0.002101409731566766
0.0031683278768284973,0.002092619082017848
0.003246867596360663,0.002086262419527863
0.0033255246019254147,0.0020815751839044867
0.0034040190205698565,0.0020746816402675756
0.003482612006992392,0.0020690215000405306
0.0035611641210489906,0.0020628198809421027
0.0036396825033169922,0.00205620487162854
0.003718327476177358,0.00205131990018592
0.0037969990670579153,0.0020468841938695538
0.0038756611896178447,0.0020422836312334347
0.003954193684843833,0.0020358383309469845
0.00403281577199857,0.0020305979002742973
0.004111493648441495,0.002026275116375696
0.004189971427930555,0.0020191946623882213
0.004268603634252494,0.0020141083246933067
0.004347348559723913,0.0020112567611391663
0.004426049372823516,0.002007373885959108
0.004504722728922156,0.002002969599140634
0.004583300065886368,0.0019970961999701644
0.004661997411984927,0.0019931436793508128
0.004740753794885095,0.0019906283553786474
0.004819525067880602,0.001988633047665621
0.004898268496076257,0.001985740433242891
0.0049769930532221705,0.001982373119122888
0.005055737506000395,0.001979508532091437
0.0051344852269532455,0.0019767352403768056
0.005213197426040666,0.0019730904609562036
0.005291924948893264,0.001969793212452383
0.005370718038946415,0.0019690558780106064
0.005449513979835418,0.0019693631264760033
0.00552830750637251,0.0019686740125152255
0.005607056510249808,0.001965937392239051
0.005685843085094863,0.0019646842655947163
0.005764639398474145,0.001964495321061785
0.005843434535987682,0.0019640252078569095
0.005922171429557353,0.0019609598704854875
0.006000780711081913,0.001955530730554032
0.006079540742929531,0.001957929081146553
0.006158297123947387,0.0019604444640543084
0.006237089778142819,0.0019612269901187456
0.006315866166645152,0.001959445048275717
0.006394662683328169,0.001959384543522191
0.006473458288669974,0.0019597683156171845
0.006552240981570498,0.00195829115565817
0.006631037069976512,0.0019580244083724063
0.006709826388102954,0.001959091203279021
0.006788620871440673,0.0019585219074465766
0.006867401171513823,0.0019569222129172596
0.006946139643130311,0.0019599467442367
0.007024935706018847,0.001960220925688663
0.007103730041411181,0.001960810342589719
0.007182524149271001,0.001961429429641523
0.007261318257130822,0.001962048516693327
0.007340112364990642,0.0019626676037451307
0.0074189064728504605,0.0019632866907969347
0.007497700580710279,0.0019639057778487387
0.007576495737083225,0.001963438836347776
0.007655284050399495,0.001962300246439191
0.0077340803058892705,0.0019625119608523613
0.007812873887050795,0.0019631948004707194
0.007891670219901241,0.0019633754424486093
0.00797046402627352,0.0019640317804488446
0.00804926014324487,0.0019642899517870655
0.008128056620129083,0.0019641902881622165
0.008206852961455808,0.0019643671941401526
0.008285641996336806,0.0019654547072312087
0.008364435595236738,0.001966135496918949
0.008443230975851736,0.001966562926375344
0.008522005588720327,0.0019647041446221223
0.00860079121268566,0.0019660156927897013
0.008679546812896816,0.0019685554048960428
0.008758293884705453,0.0019713470681579507
0.008837082581957515,0.001972458772941489
0.008915871279209576,0.0019735704777250266
0.008994659976461638,0.0019746821825085644
0.009073448738254828,0.0019735750613325367
0.009152201092668807,0.0019762135033837953
0.009230961073128227,0.0019786135409322852
0.009309716386969648,0.001981162117778592
0.009388507403916706,0.001982095043633752
0.009467298789225462,0.001982996322353174
0.00954609032852534,0.001983884036810659
0.009624871664711512,0.001985431864618919
0.009703652373898367,0.0019870112829354705
0.009782446895343206,0.00198757527981632
0.0098612425264685,0.001987953721052617
0.009940002856125533,0.001990342271767574
0.010018765071788682,0.0019926678009620446
0.010097542094660376,0.0019944214741571065
0.010176320882941828,0.001996093963053528
0.01025509699112537,0.0019978882544617865
0.010333852346024793,0.0020004355622304567
0.01041264097970466,0.002001551763405088
0.010491431247346252,0.0020025459601507186
0.010570209069794294,0.002004263339709035
0.010648972321089991,0.0020065535247524996
0.010727752682597047,0.002008150190973172
0.010806540431443927,0.002009327193030675
0.01088532884225342,0.002010459016478576
0.010964122968818431,0.002011075718237656
0.011042919265297943,0.0020112715837917777
0.011121714599117804,0.0020117075544554427
0.011200495270618461,0.0020132888514257036
0.011279287834745825,0.0020140803944995347
0.011358019494598998,0.0020172773366271143
0.011436672478860417,0.002022031573577004
0.011515427579603003,0.0020245867270416024
0.011594213549225418,0.002025877344280996
0.011672970107423849,0.0020283871735459692
0.011751723000278502,0.0020310094948890836
0.011830476638829749,0.002033609325103122
0.01190924347352007,0.0020357727610439695
0.011988014709692015,0.002037769521957623
0.012066589364960316,0.00204367868870686
0.012145365195753325,0.0020454851175246537
0.01222413363940506,0.0020475891581340994
