t,a,phi,lambda,xc_1,xc_2,xc_3,uimp_1,uimp_2,fimp_1,fimp_2,KI,KII,T
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.6796875e-05,-0.2270294427871704,0.00012126751971663907,0.0023235023306841687,0.0018487244979649197,0.0,4.096897676536104e-24,0.00012126751971663909,617.8488596441757,299732.54282755096,698894.6046449341,576149.7982859877,-2499121.100353994
2,0.00019359375,0.14071078598499298,0.00013416561705525964,0.0024193425196547724,0.001862299960676907,0.0,-1.3111680919548045e-24,0.00013416561705525967,729.066116911843,330734.04257101467,1079301.7121978265,-212166.35150902736,-16158824.631801803
3,0.000290390625,-0.23165231943130493,0.00012147958477726206,0.00251355379276595,0.0018400767514456387,0.0,1.707706651017131e-23,0.00012147958477726208,474.46755134346313,299807.71889659576,1077804.7442442402,214822.67762037192,-12914456.690476654
4,0.0003871875,-0.029482100158929825,0.00012107552902307361,0.0026103086031703357,0.0018372233896780017,0.0,4.3478874231108695e-24,0.00012107552902307363,744.5509398300237,297652.6687766208,1121042.6610045633,-115622.9839115019,-10675991.644554092
5,0.000483984375,-0.19728699326515198,0.00011652097600745037,0.0027052278086692762,0.0018182502656016784,0.0,1.2912271551259745e-23,0.00011652097600745039,750.1700524575112,285759.680153134,1126551.3472719826,95859.49962917386,-10734981.989314023
6,0.00058078125,-0.10514110326766968,0.00011543472646735609,0.002801490148502208,0.0018080916761496568,0.0,1.0789714946000907e-23,0.0001154347264673561,739.9386164270184,282829.5597805206,1135015.4154569483,-52591.144674657735,-9419211.085940855
7,0.000677578125,-0.14843682944774628,0.00011374799942132086,0.002897222593481371,0.0017937761605083264,0.0,3.0582207311537245e-24,0.00011374799942132086,852.6397293899263,277397.9287835273,1137857.1750721198,24671.76721929485,-9564424.790689556
8,0.000774375,-0.12080567330121994,0.00011230026575503871,0.002993313999761141,0.0017821109708852736,0.0,-2.2409714553157644e-23,0.00011230026575503874,892.5516046726141,272565.51554126915,1138332.0882185884,-15752.351057479835,-9067350.83701588
9,0.000871171875,-0.12126907706260681,0.00011080648982897401,0.0030893999900308755,0.0017704012533972168,0.0,5.111964015917225e-24,0.00011080648982897402,713.3456518974508,269415.25408456003,1138658.9233371422,282.94617576978095,-8972662.902510308
10,0.00096796875,-0.11102326959371567,0.00010931629367405549,0.0031856009103676604,0.0017596766118590974,0.0,6.357075871290348e-24,0.0001093162936740555,763.5273204639343,264846.82491498766,1138612.6538390534,-5932.795543365415,-8821179.726020047
11,0.001064765625,-0.10526043176651001,0.00010794268746394664,0.003281862037306012,0.0017495065356389215,0.0,6.488186844808171e-24,0.00010794268746394665,677.7438673619054,261119.4650490813,1138644.3287595045,-3341.9081027179327,-8722241.391055733
12,0.0011615625,-0.09873773902654648,0.00010654362267814577,0.003378187452323687,0.001739964553065144,0.0,9.880547348448528e-24,0.00010654362267814578,750.938890687894,257150.16132655402,1138640.5847826197,-3746.968173444152,-8658438.291434176
13,0.0012583593750000001,-0.09328319877386093,0.00010524610843276605,0.003474563481277545,0.001730948120685828,0.0,9.846332956276652e-24,0.00010524610843276606,679.4486656619629,253534.8631580575,1138645.9396726592,-3161.5247684355286,-8573271.492827602
14,0.0013551562500000002,-0.08812367171049118,0.00010395967547083274,0.003570984747755106,0.001722429060841642,0.0,4.376343936835917e-24,0.00010395967547083275,762.0712290976728,249282.6616378891,1138647.5349099396,-2958.588372561292,-8519130.835111499
15,0.0014519531250000003,-0.08369205892086029,0.00010267421748721972,0.003667442820467325,0.001714337384970117,0.0,4.390261190192865e-24,0.00010267421748721972,762.146294708607,245488.76203251255,1138650.1645494418,-2603.0208266902882,-8477534.788341759
16,0.0015487500000000004,-0.07907263189554214,0.00010147444845642895,0.003763937242790116,0.001706691374876185,0.0,4.4137650301376116e-24,0.00010147444845642896,762.8950249918196,241897.78122377978,1138649.7165486526,-2685.384124726392,-8433822.701096486
17,0.0016455468750000005,-0.07533565163612366,0.00010032905265688896,0.0038604595642626324,0.0016994060150826106,0.0,9.810023105427889e-24,0.00010032905265688898,758.1989772734453,238648.6857706138,1138652.8037010252,-2173.2390263061816,-8383389.056822861
18,0.0017423437500000006,-0.07149147242307663,9.917349962051958e-05,0.003957009178706105,0.0016924917573073752,0.0,2.815314242967934e-24,9.917349962051959e-05,682.3228155588813,234861.2121425004,1138652.3458225639,-2247.3372636666363,-8343475.0825832235
19,0.0018391406250000007,-0.06820681691169739,9.801765554584563e-05,0.0040535809832290635,0.0016858946684838868,0.0,9.72954878282609e-24,9.801765554584564e-05,693.9070375378512,231807.30894522386,1138654.105661394,-1938.5220576791137,-8307166.448329842
20,0.0019359375000000008,-0.06492216140031815,9.692852472653612e-05,0.004150173935922933,0.001679614819787821,0.0,9.660908163453852e-24,9.692852472653614e-05,694.6997603313048,228473.0204039986,1138654.4423284454,-1874.8956408318134,-8280476.990215105
21,0.0020327343750000007,-0.061637502163648605,9.590282570570707e-05,0.004246786994673183,0.0016736522793320766,0.0,9.623413260156329e-24,9.590282570570709e-05,746.8090277423969,225110.5739745209,1138654.218821549,-1923.3425926678372,-8238977.67083519
22,0.0021295312500000008,-0.05919022113084793,9.491031232755631e-05,0.004343414356104461,0.0016679261958018879,0.0,1.0562896061483035e-23,9.491031232755633e-05,764.9990725449679,221971.8371093784,1138656.3638505505,-1434.490235213371,-8216368.797632673
23,0.002226328125000001,-0.05636896938085556,9.392543870490044e-05,0.0044400574876868664,0.0016624727448108516,0.0,6.964446557802689e-24,9.392543870490046e-05,729.907186046149,218844.61260996704,1138655.3916025243,-1668.2444406914997,-8178023.594526919
24,0.002323125000000001,-0.053657177835702896,9.295152995036915e-05,0.004536715052525875,0.001657281389577546,0.0,6.936391642277695e-24,9.295152995036916e-05,729.6502136530266,215784.75008059893,1138655.6637274174,-1584.1425535684073,-8148216.36473915
25,0.002419921875000001,-0.05139770731329918,9.202455112244934e-05,0.00463338410034069,0.0016523084423284023,0.0,6.945379607188463e-24,9.202455112244935e-05,729.7924725532237,212831.81205708807,1138656.8181098022,-1293.3152221825903,-8115946.406966256
26,0.002516718750000001,-0.04913823679089546,9.107097866944969e-05,0.004730064137616016,0.001647553928451335,0.0,6.950369363976534e-24,9.10709786694497e-05,729.6977569532494,209814.94596972765,1138656.8214263567,-1290.3653095406014,-8084549.809649652
27,0.0026135156250000013,-0.04704716056585312,9.01865423657e-05,0.004826753905563548,0.0016430015901491087,0.0,7.301693133890038e-24,9.018654236570002e-05,699.5094270744135,206568.36522780225,1138657.18615668,-1218.1942095667914,-8065596.648783532
28,0.0027103125000000013,-0.045063287019729614,8.934719517128542e-05,0.004923452514495168,0.0016386410809523073,0.0,7.276417472633096e-24,8.934719517128545e-05,697.882157339179,203814.6056883097,1138657.3821376571,-1153.1802285352842,-8042884.820899735
29,0.0028071093750000014,-0.04326722398400307,8.84931068867445e-05,0.005020158799204766,0.0016344542554923944,0.0,8.277022420417959e-24,8.849310688674451e-05,857.513304354896,200257.0503302437,1138657.5083566043,-1060.6987137560616,-8027505.14734358
30,0.0029039062500000015,-0.04147116094827652,8.766847167862579e-05,0.0051168724477331905,0.0016304411272754058,0.0,5.4761470682577004e-24,8.76684716786258e-05,733.0113144886482,197929.65931437633,1138657.4825431516,-1051.2008498822659,-7990820.811843959
31,0.0030007031250000016,-0.039487287402153015,8.685988723300397e-05,0.0052135938674747855,0.001626619874478765,0.0,5.462071387074878e-24,8.685988723300399e-05,732.0530160941682,195261.91663921764,1138657.2455007094,-1159.2748030215846,-7966732.07033046
32,0.0030975000000000017,-0.03788046911358833,8.607423660578206e-05,0.005310321302411819,0.0016229540402943631,0.0,5.445888864460554e-24,8.607423660578208e-05,730.7628527991488,192640.21824551246,1138657.8040198379,-933.449638604997,-7948073.416411395
33,0.003194296875000002,-0.036442045122385025,8.530070044798777e-05,0.005407053910303284,0.0016194273449174237,0.0,1.059304505375498e-23,8.530070044798779e-05,638.6668152281543,189976.21536798982,1138658.0047148329,-897.4970990768439,-7915761.899965599
34,0.003291093750000002,-0.03500362113118172,8.45584727358073e-05,0.005503791491003299,0.0016160397956449025,0.0,1.6156634067992895e-23,8.455847273580733e-05,698.5872171643381,187532.4466131046,1138658.0002252525,-886.3100022623386,-7900893.838339181
35,0.003387890625000002,-0.033396802842617035,8.380341023439541e-05,0.005600534389995435,0.0016128076903924506,0.0,1.5988756262910713e-23,8.380341023439543e-05,697.1630289020097,184980.98965262066,1138657.9247927016,-959.4808622436072,-7891962.47723527
36,0.003484687500000002,-0.03237387165427208,8.308076940011233e-05,0.005697280544592951,0.0016096745481423884,0.0,1.582473685609272e-23,8.308076940011234e-05,695.796759233871,182501.2188904322,1138658.7333892996,-627.0464744583031,-7870011.982685648
37,0.003581484375000002,-0.03093544952571392,8.235684799728915e-05,0.005794031105883362,0.0016066805708952895,0.0,1.480864729761443e-23,8.235684799728916e-05,709.1659974242184,180471.39211051207,1138658.0289646932,-848.3663535742747,-7854204.554417918
38,0.0036782812500000023,-0.029328634962439537,8.167976193362847e-05,0.005890786353040106,0.0016038420576571849,0.0,1.4668622642907506e-23,8.167976193362847e-05,707.8150047372917,178085.72071486458,1138657.8185616285,-935.8676192670179,-7837659.611172199
39,0.0037750781250000024,-0.028600716963410378,8.099014667095616e-05,0.005987543640767955,0.0016010739750507803,0.0,1.451403977476442e-23,8.099014667095618e-05,705.6526188539169,175670.44875448965,1138658.7211817566,-490.58405428107585,-7813421.4579159245
40,0.0038718750000000025,-0.02716229483485222,8.029907621676102e-05,0.006084304810067492,0.0015984450730838098,0.0,8.438964538861624e-24,8.029907621676102e-05,708.8426067552061,173244.31264307213,1138658.1493773437,-837.199637992657,-7807903.351726563
41,0.003968671875000002,-0.026018885895609856,7.965632539708167e-05,0.006181068922024388,0.0015959268103971722,0.0,1.888627821457385e-23,7.965632539708167e-05,724.226531102723,170730.32883801803,1138658.4561342124,-703.0782330202697,-7803085.50922481
42,0.004065468750000002,-0.02510315552353859,7.90502381278202e-05,0.006277835299459232,0.0015934971585902557,0.0,8.852404733708057e-24,7.90502381278202e-05,786.1245436577808,168593.03659461293,1138658.622788385,-565.9830613748586,-7778125.852993226
43,0.004162265625000002,-0.023959746584296227,7.840458420105278e-05,0.006374604391723666,0.0015911781518884512,0.0,8.776872137236929e-24,7.840458420105278e-05,782.7942301787573,166278.27278125388,1138658.4575429445,-696.1677150198392,-7758629.786466864
44,0.004259062500000002,-0.02293681539595127,7.776418351568282e-05,0.006471375805542954,0.001588958134505219,0.0,3.5072814540496755e-24,7.776418351568283e-05,782.3081558498579,164025.72409057769,1138658.6912109083,-627.1028507557253,-7766881.6962264925
45,0.0043558593750000025,-0.02220889739692211,7.71504855947569e-05,0.006568148809714837,0.0015868085593578308,0.0,8.33195577093047e-24,7.715048559475691e-05,773.6819195379132,161715.52345930517,1138658.7885037058,-449.05510208145995,-7752988.130598281
46,0.004452656250000003,-0.021480979397892952,7.656620437046513e-05,0.006664923352962728,0.0015847294275852706,0.0,-5.869473730257996e-24,7.656620437046514e-05,699.3895575026362,159843.91566567036,1138658.7855492518,-538.478112560459,-7741642.447035945
47,0.004549453125000003,-0.020753061398863792,7.596842624479905e-05,0.006761699384009223,0.0015827207402891964,0.0,1.5415712263992386e-23,7.596842624479906e-05,720.432235395846,157553.58030036133,1138658.673258671,-556.8840838472221,-7745555.685802484
48,0.004646250000000003,-0.019421840086579323,7.535902841482311e-05,0.006858478003311449,0.001580840885049966,0.0,-5.56293547228449e-24,7.535902841482313e-05,694.0496255899573,155379.61695095443,1138658.2377403656,-815.4138600099304,-7733032.737228675
49,0.004743046875000003,-0.018958434462547302,7.481031207134947e-05,0.006955257483357782,0.0015790058777674458,0.0,-3.049880539887518e-24,7.481031207134949e-05,811.174304116664,153542.2228902964,1138658.9359918039,-376.05152592013,-7729590.158274023
50,0.004839843750000003,-0.017935503274202347,7.423439819831401e-05,0.00705203878985552,0.0015772698701762566,0.0,-2.9642619016732737e-24,7.423439819831401e-05,805.5220643400605,151365.3488659003,1138658.5202705348,-587.7697901980746,-7738716.37737212
51,0.004936640625000003,-0.01774769090116024,7.36684087314643e-05,0.007148820420690053,0.0015755520393424176,0.0,-2.8725711363575787e-24,7.36684087314643e-05,800.6420915635827,149204.05681785915,1138659.0698528702,-162.8017238356649,-7725453.554381715
52,0.005033437500000003,-0.01701977290213108,7.311113586183637e-05,0.00724560327632388,0.0015739046580485257,0.0,-2.832053051725431e-24,7.311113586183637e-05,782.7186869914717,147040.32150750223,1138658.7672750175,-499.6618189238344,-7730822.251949554
53,0.005130234375000003,-0.01655636727809906,7.257863035192713e-05,0.00734238688497163,0.0015723021266495225,0.0,1.058955761551027e-23,7.257863035192714e-05,581.3218233566037,144858.32273594264,1138658.8483613865,-404.9417433895109,-7733969.86144834
54,0.005227031250000003,-0.015412957407534122,7.203569839475676e-05,0.0074391722627024336,0.0015708102596074063,0.0,1.0475129817469337e-23,7.203569839475678e-05,578.9328951029206,142746.6875911937,1138658.3946436185,-694.6864799129494,-7741621.307936008
55,0.0053238281250000035,-0.015412957407534122,7.147500582505018e-05,0.007535957640433237,0.00156931839256529,0.0,1.0353136482855726e-23,7.147500582505019e-05,576.0760986206321,140600.17188029145,1138658.9798164838,-84.21757012722479,-7750953.353697402
56,0.0054206250000000036,-0.014685040339827538,7.09729574737139e-05,0.007632744078477921,0.0015678969776405497,0.0,1.023877477528847e-23,7.097295747371392e-05,573.2838762703668,138568.4072977917,1138658.7541034073,-443.5923338949455,-7750240.384348631
57,0.005517421875000004,-0.013957123272120953,7.043156074360013e-05,0.007729531525552909,0.0015665460155863406,0.0,1.0116782609963439e-23,7.043156074360013e-05,570.1816091609011,136461.14652802495,1138658.7390044401,-465.77518008532144,-7769006.77784433
58,0.005614218750000004,-0.013957123272120953,6.989740359131247e-05,0.007826318972627897,0.0015651950535321315,0.0,9.99459668003023e-24,6.989740359131247e-05,566.9090328424661,134369.7558483941,1138658.9865421175,-87.82418348044735,-7786362.24130138
59,0.005711015625000004,-0.013229206204414368,6.939576269360259e-05,0.007923107377449081,0.0015639145450642789,0.0,9.875215962585419e-24,6.93957626936026e-05,563.6117940049771,132338.01203260373,1138658.7653657976,-511.8084274019245,-7792419.745234689
60,0.005807812500000004,-0.012501289136707783,6.886085611768067e-05,0.008019896688731843,0.001562704490861277,0.0,9.765648375639278e-24,6.886085611768068e-05,553.4340644755071,130202.98303238054,1138658.6902037428,-443.4900351273474,-7818619.640318186
61,0.005904609375000004,-0.012501289136707783,6.835282692918554e-05,0.008116686000014604,0.0015614944366582752,0.0,9.636664954093352e-24,6.835282692918555e-05,549.792324446856,128161.90372012815,1138659.1123566946,-165.84118666980308,-7830015.865551188
62,0.006001406250000004,-0.011773372069001198,6.786231097066775e-05,0.008213476166473848,0.0015603548373612874,0.0,9.509478324174095e-24,6.786231097066775e-05,547.8025602195316,126145.28397220763,1138658.6902113177,-503.98342087249074,-7851473.459400058
63,0.006098203125000004,-0.011773372069001198,6.735949864378199e-05,0.008310266332933091,0.0015592152380642997,0.0,9.383610221423729e-24,6.735949864378199e-05,543.3705205290645,124109.99798845102,1138659.0513854045,-32.77195423587827,-7871616.730416098
64,0.006195000000000004,-0.011773372069001198,6.686342385364696e-05,0.008407056499392334,0.001558075638767312,0.0,9.292224568715268e-24,6.686342385364696e-05,545.2080658955009,122088.19550059049,1138659.0592631726,-131.5761966804174,-7904391.038419878
